user_index,los,gt_aoa,music_aoa,abs_error,sq_error
266,0,63.9005012512207,64.99999999999723,1.0994987487765258,1.2088974985611458
267,0,8.997570037841797,34.49999999999758,25.50242996215578,650.3739339746609
268,0,9.013629913330078,34.49999999999758,25.4863700866675,649.5550601945799
269,0,9.029740333557129,34.49999999999758,25.470259666440448,648.734127475903
270,0,9.045909881591797,34.49999999999758,25.45409011840578,647.9107037559228
271,0,9.062140464782715,34.49999999999758,25.437859535214862,647.0846977333217
272,0,9.07841968536377,34.49999999999758,25.421580314633808,646.2567456933771
273,0,9.094770431518555,34.49999999999758,25.405229568479022,645.4256894271208
274,0,9.111169815063477,34.49999999999758,25.3888301849341,644.5926981594209
275,0,9.127630233764648,34.49999999999758,25.37236976623293,643.7571475544509
276,0,9.144149780273438,34.49999999999758,25.35585021972414,642.9191403650847
277,0,9.160730361938477,34.49999999999758,25.3392696380591,642.0785857902638
278,0,9.177370071411133,34.49999999999758,25.322629928586444,641.235586500142
279,0,9.194069862365723,34.49999999999758,25.305930137631854,640.3901001307041
280,0,9.210829734802246,34.49999999999758,25.28917026519533,639.5421327020397
281,0,9.227649688720703,34.49999999999758,25.272350311276874,638.6916902558963
299,0,51.563201904296875,78.49999999999707,26.936798095700198,725.5910916485178
300,0,52.07320022583008,78.99999999999707,26.926799774166994,725.0525460780797
301,0,52.59040069580078,76.99999999999709,24.409599304196306,595.8285381914208
302,0,53.11479949951172,78.49999999999707,25.385200500485354,644.4084044498419
303,0,53.64649963378906,76.4999999999971,22.85350036620804,522.2824789882709
304,0,54.18550109863281,78.49999999999707,24.31449890136426,591.1948568244438
307,0,74.71769714355469,78.49999999999707,3.782302856442385,14.305814897852226
335,0,74.62210083007812,78.99999999999707,4.377899169918948,19.16600114197701
336,0,75.39219665527344,79.99999999999706,4.607803344723621,21.231851663646186
337,0,76.1677017211914,77.49999999999709,1.3322982788056805,1.7750187037085787
338,0,76.94850158691406,78.49999999999707,1.55149841308301,2.4071473257990985
339,0,77.73419952392578,77.99999999999709,0.2658004760713055,0.07064989307973266
340,0,78.52469635009766,78.49999999999707,0.024696350100583686,0.0006099097082905998
341,1,79.16690063476562,78.49999999999707,0.6669006347685524,0.44475645665469815
342,1,79.37629699707031,78.49999999999707,0.8762969970732399,0.7678964270795778
343,1,79.58599853515625,78.49999999999707,1.0859985351591774,1.1793928183678792
344,1,79.7958984375,78.99999999999707,0.7958984375029274,0.6334543228196012
357,1,82.54850006103516,81.49999999999704,1.048500061038112,1.0993523779969248
358,1,82.76180267333984,81.49999999999704,1.2618026733427996,1.5921459864550358
359,1,82.97540283203125,80.99999999999704,1.9754028320342059,3.902216348808761
360,1,83.18910217285156,81.99999999999703,1.1891021728545326,1.4139639774873707
361,1,83.4030990600586,81.99999999999703,1.4030990600615638,1.968686972345644
362,1,83.61720275878906,82.49999999999703,1.1172027587920326,1.2481420042525284
363,1,83.83149719238281,81.99999999999703,1.8314971923857826,3.354381965717004
364,1,84.0459976196289,82.49999999999703,1.5459976196318763,2.3901086399074276
365,1,84.2605972290039,81.99999999999703,2.2605972290068763,5.110299831793568
366,1,84.47540283203125,82.49999999999703,1.97540283203422,3.902216348808817
367,1,84.69039916992188,81.99999999999703,2.690399169924845,7.238247693532295
368,1,84.90550231933594,80.99999999999704,3.9055023193388934,15.252948366361476
369,1,85.12069702148438,84.499999999997,0.6206970214873735,0.385264792483297
370,1,85.33609771728516,78.49999999999707,6.836097717288084,46.73223200031135
371,1,85.55159759521484,72.49999999999714,13.0515975952177,170.34419978749244
372,1,85.76730346679688,81.49999999999704,4.267303466799831,18.209878877761856
373,1,85.98300170898438,82.49999999999703,3.483001708987345,12.131300904808766
374,1,86.19889831542969,-87.00000000000105,173.19889831543074,29997.858377678916
375,1,86.41490173339844,82.99999999999703,3.4149017334014076,11.661553848787937
376,1,86.63099670410156,85.99999999999699,0.6309967041045752,0.39815684059083684
377,1,86.84719848632812,84.499999999997,2.3471984863311235,5.509340734235117
378,1,87.0634994506836,84.999999999997,2.0634994506865922,4.258029982983868
379,1,87.27980041503906,87.49999999999697,0.2201995849579106,0.04848785721563608
380,1,87.49629974365234,85.499999999997,1.9962997436553422,3.985212666518385
381,1,87.71279907226562,84.999999999997,2.7127990722686235,7.3592788065015045
382,1,87.92939758300781,85.499999999997,2.429397583010811,5.90197261633877
383,1,88.14600372314453,86.99999999999699,1.146003723147544,1.3133245334680326
384,1,88.36270141601562,87.49999999999697,0.8627014160186519,0.7442537332005871
385,1,88.57939910888672,72.99999999999714,15.579399108889575,242.71767659406927
386,1,88.79620361328125,83.49999999999702,5.296203613284234,28.04977271336498
387,1,89.01300048828125,77.49999999999709,11.513000488284163,132.54918024323138
388,1,89.22989654541016,77.49999999999709,11.72989654541307,137.59047296609347
389,1,89.44670104980469,77.99999999999709,11.4467010498076,131.02696492366644
390,1,89.6635971069336,77.99999999999709,11.663597106936507,136.03949747293765
391,1,89.88050079345703,77.99999999999709,11.880500793459944,141.14629910340238
420,0,34.71099853515625,42.499999999997485,7.789001464841235,60.6685438192989
421,0,40.36009979248047,34.99999999999757,5.360099792482899,28.730669785375216
422,0,40.432701110839844,34.49999999999758,5.932701110842267,35.196942470589065
423,0,40.50550079345703,34.49999999999758,6.005500793459454,36.066039780242136
424,0,40.57849884033203,42.499999999997485,1.9215011596654534,3.6921667065956822
480,0,29.717100143432617,39.99999999999751,10.282899856564896,105.73802946014236
481,0,39.94839859008789,38.99999999999752,0.9483985900903704,0.8994598856854025
482,0,40.0620002746582,38.99999999999752,1.062000274660683,1.127844583379366
535,0,-89.97000122070312,46.999999999997435,136.97000122070057,18760.781234398713
648,0,59.060001373291016,59.999999999997286,0.9399986267062701,0.8835974182096737
649,0,59.223899841308594,59.999999999997286,0.776100158688692,0.6023314563166129
650,0,59.388301849365234,59.49999999999729,0.11169815063205846,0.012476476854622021
651,0,59.553199768066406,59.999999999997286,0.4468002319308795,0.1996304472534877
652,0,59.71870040893555,61.49999999999727,1.7812995910617246,3.1730282331166673
653,0,59.88479995727539,59.999999999997286,0.1152000427218951,0.013271049843126456
654,0,60.05139923095703,59.49999999999729,0.5513992309597384,0.30404111190299093
655,0,60.21860122680664,59.999999999997286,0.2186012268093549,0.047786496362555025
656,0,60.38629913330078,65.49999999999723,5.113700866696448,26.149936554052
657,0,60.55459976196289,61.999999999997264,1.4454002380343738,2.0891818481098245
658,0,60.7234992980957,62.49999999999726,1.7765007019015542,3.155954743856715
659,0,60.89289855957031,62.49999999999726,1.6071014404269448,2.582775039822361
660,0,61.06290054321289,62.49999999999726,1.4370994567843667,2.065254848689922
661,0,61.2333984375,61.999999999997264,0.7666015624972644,0.5876779556232472
662,0,61.40449905395508,63.99999999999724,2.595500946042165,6.736625160905773
667,0,64.62149810791016,64.99999999999723,0.37850189208707263,0.14326368231349398
668,0,64.9041976928711,63.49999999999724,1.4041976928738507,1.971771160672245
669,0,65.19660186767578,62.99999999999725,2.196601867678531,4.8250597650888105
670,0,65.49949645996094,62.49999999999726,2.99949645996368,8.996979013334649
671,0,65.81390380859375,63.49999999999724,2.313903808596507,5.35415083543742
672,0,66.14119720458984,-1.0000000000020242,67.14119720459186,4507.940362065894
673,0,63.068599700927734,63.49999999999724,0.4314002990695087,0.18610621803726157
674,0,63.247501373291016,64.99999999999723,1.7524986267062133,3.0712514366071635
675,0,63.427101135253906,63.99999999999724,0.5728988647433368,0.32821310922420416
676,0,63.607200622558594,64.49999999999723,0.8927993774386351,0.7970907283548144
677,0,63.78779983520508,19.499999999997744,44.28779983520734,1961.409214243391
678,0,63.96900177001953,19.499999999997744,44.46900177002179,1977.4921184222012
679,0,64.15080261230469,19.499999999997744,44.65080261230695,1993.6941739231968
680,0,64.33309936523438,19.499999999997744,44.833099365236635,2010.0067986931815
681,0,64.51599884033203,67.4999999999972,2.984001159665169,8.904262920883074
682,0,64.69950103759766,65.99999999999721,1.3004989623995584,1.691297551202328
684,0,8.992460250854492,34.99999999999757,26.007539749143078,676.3921238032572
685,0,9.00868034362793,34.99999999999757,25.99131965636964,675.5486974795868
686,0,9.024970054626465,34.99999999999757,25.975029945371105,674.7021806629257
687,0,9.04131031036377,34.49999999999758,25.458689689633808,648.1448807130668
688,0,9.057700157165527,34.49999999999758,25.44229984283205,647.3106212925718
689,0,9.074159622192383,34.49999999999758,25.425840377805194,646.473358917629
690,0,9.090680122375488,34.49999999999758,25.40931987762209,645.633536643321
696,0,9.191049575805664,34.49999999999758,25.308950424191913,640.542971574204
697,0,9.207989692687988,34.49999999999758,25.29201030730959,639.6857853850545
709,0,50.65330123901367,83.99999999999702,33.346698760983344,1112.0023182557682
710,0,51.157798767089844,80.99999999999704,29.8422012329072,890.556974425328
711,0,51.66939926147461,76.99999999999709,25.330600738522477,641.6393337744355
712,0,52.18840026855469,77.49999999999709,25.3115997314424,640.677080964755
713,0,52.71480178833008,76.99999999999709,24.28519821166701,589.7708521799544
714,0,53.24869918823242,76.99999999999709,23.751300811764665,564.1242902509329
715,0,53.79010009765625,76.99999999999709,23.209899902340837,538.6994534766811
716,0,54.3390998840332,78.49999999999707,24.16090011596387,583.749094413583
718,0,74.63749694824219,78.49999999999707,3.862503051754885,14.9189298248158
746,0,74.40809631347656,79.99999999999706,5.591903686520496,31.269386839321513
747,0,75.18800354003906,78.99999999999707,3.81199645995801,14.531317010732401
748,0,75.97350311279297,79.49999999999706,3.5264968872040896,12.436180295460133
749,0,76.76439666748047,78.99999999999707,2.235603332516604,4.997922260359345
750,0,77.56050109863281,78.99999999999707,1.43949890136426,2.072157087028912
751,0,78.36150360107422,78.49999999999707,0.13849639892285381,0.019181252514598263
752,1,79.12670135498047,78.49999999999707,0.6267013549833962,0.39275458833802473
753,1,79.33679962158203,78.49999999999707,0.8367996215849587,0.70023360668473
754,1,79.54730224609375,78.49999999999707,1.0473022460966774,1.0968419946791454
755,1,79.75789642333984,78.99999999999707,0.7578964233427712,0.574406988515765
768,1,82.52050018310547,80.99999999999704,1.5205001831084246,2.311920806832753
769,1,82.7345962524414,81.49999999999704,1.234596252444362,1.5242279065496631
770,1,82.9489974975586,80.99999999999704,1.9489974975615496,3.7985912455011825
771,1,83.16349792480469,81.99999999999703,1.1634979248076576,1.3537274210317256
772,1,83.3781967163086,81.99999999999703,1.3781967163115638,1.8994261888519772
773,1,83.59310150146484,82.49999999999703,1.0931015014678138,1.194870892511189
774,1,83.80819702148438,81.99999999999703,1.808197021487345,3.269576468515706
775,1,84.02349853515625,82.49999999999703,1.52349853515922,2.321047786632289
776,1,84.23889923095703,81.99999999999703,2.2388992309600013,5.0126697663932855
777,1,84.45449829101562,82.49999999999703,1.954498291018595,3.8200635695946086
778,1,84.67030334472656,82.99999999999703,1.6703033447295326,2.7899132634146637
779,1,84.88619995117188,82.49999999999703,2.386199951174845,5.693950206986833
780,1,85.10230255126953,-89.00000000000102,174.10230255127055,30311.61175365415
781,1,85.31849670410156,76.99999999999709,8.318496704104476,69.19738741619703
782,1,85.53479766845703,78.49999999999707,7.034797668459959,49.48837823616967
783,1,85.75129699707031,80.99999999999704,4.751296997073268,22.574823154397457
784,1,85.9677963256836,86.99999999999699,1.0322036743133935,1.0654444252660702
785,1,86.18450164794922,82.49999999999703,3.684501647952189,13.575552393762395
